dt,A_AVG,A_NUM_PTS,A_QUAL_FLAG,B_AVG,B_NUM_PTS,B_QUAL_FLAG
2015-03-11 04:42:00,5.98558003162e-09,30.0,0.0,5.78612002755e-07,30.0,0.0
2015-03-11 04:43:00,1.21701999589e-08,29.0,0.0,6.0888197595e-07,29.0,0.0
2015-03-11 04:44:00,1.20549001892e-08,29.0,0.0,6.38098981653e-07,29.0,0.0
2015-03-11 04:45:00,9.03177976852e-09,30.0,0.0,6.41832002657e-07,30.0,0.0
2015-03-11 04:46:00,5.56030022025e-09,29.0,0.0,6.27424981303e-07,29.0,0.0
2015-03-11 04:47:00,6.55946985617e-09,29.0,0.0,6.21725973815e-07,29.0,0.0
2015-03-11 04:48:00,6.84000012185e-09,30.0,0.0,6.37809989712e-07,30.0,0.0
2015-03-11 04:49:00,1.72813994226e-08,29.0,0.0,7.14444979621e-07,29.0,0.0
2015-03-11 04:50:00,4.57961988332e-08,29.0,0.0,8.97709981018e-07,29.0,0.0
2015-03-11 04:51:00,1.42139001014e-07,29.0,0.0,1.34799995521e-06,29.0,0.0
2015-03-11 04:52:00,2.50683996228e-07,30.0,0.0,1.93212008526e-06,30.0,0.0
2015-03-11 04:53:00,2.513179993e-07,29.0,0.0,2.19766002374e-06,29.0,0.0
2015-03-11 04:54:00,2.25300993861e-07,29.0,0.0,2.24198993237e-06,29.0,0.0
2015-03-11 04:55:00,1.82441993957e-07,30.0,0.0,2.1179300802e-06,30.0,0.0
2015-03-11 04:56:00,1.86563994475e-07,29.0,0.0,2.06723007068e-06,29.0,0.0
2015-03-11 04:57:00,1.927899973e-07,29.0,0.0,2.06216009246e-06,29.0,0.0
2015-03-11 04:58:00,2.09411993524e-07,30.0,0.0,2.09642007576e-06,30.0,0.0
2015-03-11 04:59:00,2.43402013211e-07,29.0,0.0,2.24063001042e-06,29.0,0.0
2015-03-11 05:00:00,3.38400013788e-07,29.0,0.0,2.57839997175e-06,29.0,0.0
2015-03-11 05:01:00,5.91996979438e-07,29.0,0.0,3.50295999851e-06,29.0,0.0
2015-03-11 05:02:00,7.70654025928e-07,30.0,0.0,4.39867017121e-06,30.0,0.0
2015-03-11 05:03:00,6.56405973132e-07,29.0,0.0,4.53163011116e-06,29.0,0.0
2015-03-11 05:04:00,5.25782979821e-07,29.0,0.0,4.26424003308e-06,29.0,0.0
2015-03-11 05:05:00,4.77810999655e-07,30.0,0.0,4.05258015235e-06,30.0,0.0
2015-03-11 05:06:00,5.23207972947e-07,29.0,0.0,4.28142993769e-06,29.0,0.0
2015-03-11 05:07:00,4.26979994472e-07,29.0,0.0,4.11580003856e-06,29.0,0.0
2015-03-11 05:08:00,2.85635991304e-07,29.0,0.0,3.58381998922e-06,29.0,0.0
2015-03-11 05:09:00,1.9822999775e-07,30.0,0.0,3.01377008327e-06,30.0,0.0
2015-03-11 05:10:00,1.59547994372e-07,29.0,0.0,2.63593005911e-06,29.0,0.0
2015-03-11 05:11:00,1.67734000911e-07,29.0,0.0,2.50304992733e-06,29.0,0.0
2015-03-11 05:12:00,2.55401999993e-07,30.0,0.0,2.68910002887e-06,30.0,0.0
2015-03-11 05:13:00,3.84976999612e-07,29.0,0.0,3.1168899568e-06,29.0,0.0
2015-03-11 05:14:00,4.89889998789e-07,29.0,0.0,3.61720003639e-06,29.0,0.0
2015-03-11 05:15:00,5.34833986876e-07,30.0,0.0,4.00107001042e-06,30.0,0.0
2015-03-11 05:16:00,3.98888005293e-07,29.0,0.0,3.7727900235e-06,29.0,0.0
2015-03-11 05:17:00,2.80601994973e-07,29.0,0.0,3.33388993567e-06,29.0,0.0
2015-03-11 05:18:00,2.04817993676e-07,29.0,0.0,2.90747993859e-06,29.0,0.0
2015-03-11 05:19:00,1.55175001737e-07,30.0,0.0,2.56012003774e-06,30.0,0.0
2015-03-11 05:20:00,1.27459003352e-07,29.0,0.0,2.2946298941e-06,29.0,0.0
2015-03-11 05:21:00,1.05784998539e-07,29.0,0.0,2.08938990909e-06,29.0,0.0
2015-03-11 05:22:00,8.83443007638e-08,30.0,0.0,1.91612002709e-06,30.0,0.0
2015-03-11 05:23:00,7.53101971895e-08,29.0,0.0,1.76681999164e-06,29.0,0.0
2015-03-11 05:24:00,6.77011016137e-08,29.0,0.0,1.67121004324e-06,29.0,0.0
2015-03-11 05:25:00,6.79867966369e-08,30.0,0.0,1.64749997111e-06,30.0,0.0
2015-03-11 05:26:00,6.60102017491e-08,29.0,0.0,1.61874004334e-06,29.0,0.0
2015-03-11 05:27:00,6.44729993837e-08,29.0,0.0,1.59910996445e-06,29.0,0.0
2015-03-11 05:28:00,5.69792000249e-08,29.0,0.0,1.53895996391e-06,29.0,0.0
2015-03-11 05:29:00,4.87809010963e-08,30.0,0.0,1.46264994783e-06,30.0,0.0
2015-03-11 05:30:00,4.18379002554e-08,29.0,0.0,1.38924997373e-06,29.0,0.0
2015-03-11 05:31:00,3.69958002011e-08,29.0,0.0,1.32448997192e-06,29.0,0.0
2015-03-11 05:32:00,3.34756009579e-08,30.0,0.0,1.26415000068e-06,30.0,0.0
2015-03-11 05:33:00,2.98093993933e-08,29.0,0.0,1.20833999517e-06,29.0,0.0
2015-03-11 05:34:00,2.83106995624e-08,29.0,0.0,1.16934995731e-06,29.0,0.0
2015-03-11 05:35:00,2.37797994629e-08,30.0,0.0,1.13123996925e-06,30.0,0.0
2015-03-11 05:36:00,2.45830005241e-08,29.0,0.0,1.11082999865e-06,29.0,0.0
2015-03-11 05:37:00,2.5505299206e-08,29.0,0.0,1.09861002784e-06,29.0,0.0
2015-03-11 05:38:00,2.43908004904e-08,29.0,0.0,1.08820995592e-06,29.0,0.0
2015-03-11 05:39:00,2.58230006267e-08,30.0,0.0,1.08735002868e-06,30.0,0.0
2015-03-11 05:40:00,2.2085099971e-08,29.0,0.0,1.03819002106e-06,29.0,0.0
2015-03-11 05:41:00,1.87800992535e-08,29.0,0.0,1.00254999325e-06,29.0,0.0
2015-03-11 05:42:00,3.09123997511e-08,30.0,0.0,1.05551998786e-06,30.0,0.0
2015-03-11 05:43:00,5.4442899966e-08,29.0,0.0,1.17658998988e-06,29.0,0.0
2015-03-11 05:44:00,5.47119007877e-08,29.0,0.0,1.19151002309e-06,29.0,0.0
2015-03-11 05:45:00,4.3067700517e-08,29.0,0.0,1.1381399645e-06,29.0,0.0
2015-03-11 05:46:00,4.06825009236e-08,30.0,0.0,1.13893997877e-06,30.0,0.0
2015-03-11 05:47:00,2.75421001561e-08,29.0,0.0,1.03927004602e-06,29.0,0.0
2015-03-11 05:48:00,2.0163600567e-08,29.0,0.0,9.66728975982e-07,29.0,0.0
2015-03-11 05:49:00,1.92477003225e-08,30.0,0.0,9.25317010569e-07,30.0,0.0
2015-03-11 05:50:00,2.04709991181e-08,29.0,0.0,9.15619978059e-07,29.0,0.0
2015-03-11 05:51:00,2.44677007544e-08,29.0,0.0,9.29278996864e-07,29.0,0.0
2015-03-11 05:52:00,2.85347994122e-08,30.0,0.0,9.69125949268e-07,30.0,0.0
2015-03-11 05:53:00,4.02623001605e-08,29.0,0.0,1.04380001176e-06,29.0,0.0
2015-03-11 05:54:00,9.42560021144e-08,29.0,0.0,1.35506002152e-06,29.0,0.0
2015-03-11 05:55:00,8.76844978848e-08,29.0,0.0,1.35677998969e-06,29.0,0.0
2015-03-11 05:56:00,8.45922016879e-08,30.0,0.0,1.38036000408e-06,30.0,0.0
2015-03-11 05:57:00,7.53869997538e-08,29.0,0.0,1.39703001878e-06,29.0,0.0
2015-03-11 05:58:00,6.10528019251e-08,29.0,0.0,1.30602995796e-06,29.0,0.0
2015-03-11 05:59:00,4.71463010854e-08,30.0,0.0,1.20320999031e-06,30.0,0.0
2015-03-11 06:00:00,3.64577985579e-08,29.0,0.0,1.12249995254e-06,29.0,0.0
2015-03-11 06:01:00,3.00016012034e-08,29.0,0.0,1.06541995137e-06,29.0,0.0
2015-03-11 06:02:00,2.38912996053e-08,30.0,0.0,1.0157300494e-06,30.0,0.0
2015-03-11 06:03:00,2.14318003344e-08,29.0,0.0,9.8255895864e-07,29.0,0.0
2015-03-11 06:04:00,2.09321999733e-08,29.0,0.0,9.75231955636e-07,29.0,0.0
2015-03-11 06:05:00,2.18160991494e-08,29.0,0.0,9.69622988123e-07,29.0,0.0
2015-03-11 06:06:00,4.84836988335e-08,30.0,0.0,1.15554996682e-06,30.0,0.0
2015-03-11 06:07:00,2.60272003061e-07,29.0,0.0,2.1410401132e-06,29.0,0.0
2015-03-11 06:08:00,2.80601994973e-07,29.0,0.0,2.64506002168e-06,29.0,0.0
2015-03-11 06:09:00,2.62496996584e-07,30.0,0.0,2.76037008007e-06,30.0,0.0
2015-03-11 06:10:00,2.01782000886e-07,29.0,0.0,2.49418008025e-06,29.0,0.0
2015-03-11 06:11:00,1.91522005366e-07,29.0,0.0,2.41539009949e-06,29.0,0.0
2015-03-11 06:12:00,1.60859002563e-07,30.0,0.0,2.22163998842e-06,30.0,0.0
2015-03-11 06:13:00,1.17660000853e-07,29.0,0.0,1.91209005607e-06,29.0,0.0
2015-03-11 06:14:00,9.77531016133e-08,29.0,0.0,1.72095997186e-06,29.0,0.0
2015-03-11 06:15:00,8.97212970585e-08,29.0,0.0,1.60490003509e-06,29.0,0.0
2015-03-11 06:16:00,8.15459983983e-08,30.0,0.0,1.51118001668e-06,30.0,0.0
2015-03-11 06:17:00,7.30427984763e-08,29.0,0.0,1.42851001783e-06,29.0,0.0
2015-03-11 06:18:00,6.50494982324e-08,29.0,0.0,1.35650998345e-06,29.0,0.0
2015-03-11 06:19:00,5.55418999681e-08,30.0,0.0,1.28399994992e-06,30.0,0.0
2015-03-11 06:20:00,4.67953995553e-08,29.0,0.0,1.21059997582e-06,29.0,0.0
2015-03-11 06:21:00,3.89940986167e-08,29.0,0.0,1.13868998142e-06,29.0,0.0
2015-03-11 06:22:00,3.33064988922e-08,29.0,0.0,1.0732900364e-06,29.0,0.0
2015-03-11 06:23:00,2.79776006806e-08,30.0,0.0,1.01547004761e-06,30.0,0.0
2015-03-11 06:24:00,2.13549000705e-08,29.0,0.0,9.73151031758e-07,29.0,0.0
2015-03-11 06:25:00,1.7012299125e-08,29.0,0.0,9.34525985485e-07,29.0,0.0
2015-03-11 06:26:00,1.73158998251e-08,30.0,0.0,8.98035978025e-07,30.0,0.0
2015-03-11 06:27:00,1.57442006099e-08,29.0,0.0,8.77266984389e-07,29.0,0.0
2015-03-11 06:28:00,1.45527998541e-08,29.0,0.0,8.64059984451e-07,29.0,0.0
2015-03-11 06:29:00,1.24495000975e-08,30.0,0.0,8.50555011311e-07,30.0,0.0
2015-03-11 06:30:00,1.24391998924e-08,29.0,0.0,8.31314991956e-07,29.0,0.0
2015-03-11 06:31:00,1.12479003889e-08,29.0,0.0,8.02548981937e-07,29.0,0.0
2015-03-11 06:32:00,7.28962978869e-09,29.0,0.0,7.70256008309e-07,29.0,0.0
2015-03-11 06:33:00,5.39121014498e-09,30.0,0.0,7.44750991544e-07,30.0,0.0
2015-03-11 06:34:00,4.98385022141e-09,29.0,0.0,7.21952005733e-07,29.0,0.0
2015-03-11 06:35:00,3.83095999368e-09,29.0,0.0,7.03770979271e-07,29.0,0.0
2015-03-11 06:36:00,4.9082697906e-09,30.0,0.0,7.0059297741e-07,30.0,0.0
2015-03-11 06:37:00,6.21359985686e-09,29.0,0.0,7.03861019247e-07,29.0,0.0
2015-03-11 06:38:00,5.06071007322e-09,29.0,0.0,6.98343001204e-07,29.0,0.0
2015-03-11 06:39:00,7.91732013283e-09,30.0,0.0,7.18868022886e-07,30.0,0.0
2015-03-11 06:40:00,1.29388002534e-08,29.0,0.0,7.65642994338e-07,29.0,0.0
2015-03-11 06:41:00,1.13632001586e-08,29.0,0.0,7.8156398331e-07,29.0,0.0
2015-03-11 06:42:00,8.634669868e-09,29.0,0.0,7.67270989854e-07,29.0,0.0
2015-03-11 06:43:00,8.17736012237e-09,30.0,0.0,7.62238983043e-07,30.0,0.0
2015-03-11 06:44:00,6.52104015231e-09,29.0,0.0,7.49541982259e-07,29.0,0.0
2015-03-11 06:45:00,5.82930015369e-09,29.0,0.0,7.44566989397e-07,29.0,0.0
2015-03-11 06:46:00,1.43812002307e-08,30.0,0.0,8.1496597204e-07,30.0,0.0
2015-03-11 06:47:00,3.37677015239e-08,29.0,0.0,9.65552999332e-07,29.0,0.0
2015-03-11 06:48:00,4.56808990634e-08,29.0,0.0,1.08432004708e-06,29.0,0.0
2015-03-11 06:49:00,4.38029985617e-08,30.0,0.0,1.07117000425e-06,30.0,0.0
2015-03-11 06:50:00,3.27300995195e-08,29.0,0.0,9.85452970781e-07,29.0,0.0
2015-03-11 06:51:00,2.11627000368e-08,29.0,0.0,9.03861007373e-07,29.0,0.0
2015-03-11 06:52:00,1.67818008379e-08,29.0,0.0,8.30772023619e-07,29.0,0.0
2015-03-11 06:53:00,8.51169978944e-09,30.0,0.0,7.66174025557e-07,30.0,0.0
2015-03-11 06:54:00,6.13674000505e-09,29.0,0.0,7.24665994767e-07,29.0,0.0
2015-03-11 06:55:00,4.36897984457e-09,29.0,0.0,6.90293006755e-07,29.0,0.0
2015-03-11 06:56:00,3.3480300754e-09,30.0,0.0,6.69900998673e-07,30.0,0.0
2015-03-11 06:57:00,1.92096005769e-09,29.0,0.0,6.51305981592e-07,29.0,0.0
2015-03-11 06:58:00,3.9846801414e-09,29.0,0.0,6.38731989966e-07,29.0,0.0
2015-03-11 06:59:00,3.19223003586e-09,29.0,0.0,6.24982988029e-07,29.0,0.0
2015-03-11 07:00:00,1.4385099778e-09,30.0,0.0,6.10353026786e-07,30.0,0.0
2015-03-11 07:01:00,1.75489001109e-09,29.0,0.0,5.98568988153e-07,29.0,0.0
2015-03-11 07:02:00,1.04151998137e-09,29.0,0.0,5.9214698922e-07,29.0,0.0
2015-03-11 07:03:00,1.02007002845e-09,30.0,0.0,5.94787991304e-07,30.0,0.0
2015-03-11 07:04:00,1.67184999178e-09,29.0,0.0,5.97845996708e-07,29.0,0.0
2015-03-11 07:05:00,1.23239001226e-08,29.0,0.0,6.56371014429e-07,29.0,0.0
2015-03-11 07:06:00,2.03250003494e-08,30.0,0.0,7.27175006432e-07,30.0,0.0
2015-03-11 07:07:00,1.53213992604e-08,29.0,0.0,7.2593297773e-07,29.0,0.0
2015-03-11 07:08:00,1.24776002863e-08,29.0,0.0,7.1987199135e-07,29.0,0.0
2015-03-11 07:09:00,9.21111986685e-09,29.0,0.0,6.97257974025e-07,29.0,0.0
2015-03-11 07:10:00,9.88620030284e-09,30.0,0.0,6.86076987222e-07,30.0,0.0
2015-03-11 07:11:00,6.52104015231e-09,29.0,0.0,6.86311977915e-07,29.0,0.0
2015-03-11 07:12:00,8.40408986846e-09,29.0,0.0,6.92554010584e-07,29.0,0.0
2015-03-11 07:13:00,2.59227988408e-07,30.0,0.0,1.62739002008e-06,30.0,0.0
2015-03-11 07:14:00,9.06159982605e-07,29.0,0.0,4.58798012914e-06,29.0,0.0
2015-03-11 07:15:00,9.45165993471e-07,29.0,0.0,5.11479993293e-06,29.0,0.0
2015-03-11 07:16:00,1.88397996226e-06,30.0,0.0,7.86931013863e-06,30.0,0.0
2015-03-11 07:17:00,3.89605020246e-06,29.0,0.0,1.45242001963e-05,29.0,0.0
2015-03-11 07:18:00,4.59177999801e-06,29.0,0.0,1.88581998373e-05,29.0,0.0
2015-03-11 07:19:00,3.78299000658e-06,29.0,0.0,1.75578006747e-05,29.0,0.0
2015-03-11 07:20:00,2.9119401006e-06,30.0,0.0,1.47431001096e-05,30.0,0.0
2015-03-11 07:21:00,2.39405994762e-06,29.0,0.0,1.25242004287e-05,29.0,0.0
2015-03-11 07:22:00,2.1138100692e-06,29.0,0.0,1.12164998427e-05,29.0,0.0
2015-03-11 07:23:00,1.94406993614e-06,30.0,0.0,1.04482996903e-05,30.0,0.0
2015-03-11 07:24:00,1.81866994353e-06,29.0,0.0,9.99607982521e-06,29.0,0.0
2015-03-11 07:25:00,1.76936998741e-06,29.0,0.0,9.85949009191e-06,29.0,0.0
2015-03-11 07:26:00,1.94662993636e-06,30.0,0.0,1.0354799997e-05,30.0,0.0
2015-03-11 07:27:00,2.14850001612e-06,29.0,0.0,1.11049002953e-05,29.0,0.0
2015-03-11 07:28:00,2.32220008911e-06,29.0,0.0,1.18893003673e-05,29.0,0.0
2015-03-11 07:29:00,2.59266994362e-06,29.0,0.0,1.29395002659e-05,29.0,0.0
2015-03-11 07:30:00,2.85496003016e-06,30.0,0.0,1.40656002259e-05,30.0,0.0
2015-03-11 07:31:00,2.74676995105e-06,29.0,0.0,1.44121995618e-05,29.0,0.0
2015-03-11 07:32:00,2.40359008785e-06,29.0,0.0,1.40152997119e-05,29.0,0.0
2015-03-11 07:33:00,2.25865005632e-06,30.0,0.0,1.38847999551e-05,30.0,0.0
2015-03-11 07:34:00,2.26354995903e-06,29.0,0.0,1.38862997119e-05,29.0,0.0
2015-03-11 07:35:00,2.11248993764e-06,29.0,0.0,1.35579002745e-05,29.0,0.0
2015-03-11 07:36:00,1.86310001027e-06,29.0,0.0,1.30537000587e-05,29.0,0.0
2015-03-11 07:37:00,1.6728799892e-06,30.0,0.0,1.26187997012e-05,30.0,0.0
2015-03-11 07:38:00,1.53082999077e-06,29.0,0.0,1.21864004541e-05,29.0,0.0
2015-03-11 07:39:00,1.35483003305e-06,29.0,0.0,1.16247001642e-05,29.0,0.0
2015-03-11 07:40:00,1.17922002119e-06,30.0,0.0,1.10012997538e-05,30.0,0.0
2015-03-11 07:41:00,1.04382002064e-06,29.0,0.0,1.03810998553e-05,29.0,0.0
2015-03-11 07:42:00,9.58769987847e-07,29.0,0.0,9.8708896985e-06,29.0,0.0
2015-03-11 07:43:00,9.04352987163e-07,30.0,0.0,9.463369679e-06,30.0,0.0
2015-03-11 07:44:00,8.94362017334e-07,29.0,0.0,9.20856018638e-06,29.0,0.0
2015-03-11 07:45:00,9.45589022194e-07,29.0,0.0,9.18848036235e-06,29.0,0.0
2015-03-11 07:46:00,1.15817999813e-06,29.0,0.0,9.63823003985e-06,29.0,0.0
2015-03-11 07:47:00,1.38989003062e-06,30.0,0.0,1.03733000287e-05,30.0,0.0
2015-03-11 07:48:00,1.52591996994e-06,29.0,0.0,1.10512000902e-05,29.0,0.0
2015-03-11 07:49:00,1.68471001416e-06,29.0,0.0,1.17242998385e-05,29.0,0.0
2015-03-11 07:50:00,1.80510005521e-06,30.0,0.0,1.23303998407e-05,30.0,0.0
2015-03-11 07:51:00,2.0220800252e-06,29.0,0.0,1.31114002215e-05,29.0,0.0
2015-03-11 07:52:00,2.32573006542e-06,29.0,0.0,1.41029995575e-05,29.0,0.0
2015-03-11 07:53:00,3.09166989609e-06,30.0,0.0,1.62603992067e-05,30.0,0.0
2015-03-11 07:54:00,4.38334018327e-06,29.0,0.0,1.98893994821e-05,29.0,0.0
2015-03-11 07:55:00,5.09674009663e-06,29.0,0.0,2.31278008869e-05,29.0,0.0
2015-03-11 07:56:00,5.55497990717e-06,29.0,0.0,2.53316993621e-05,29.0,0.0
2015-03-11 07:57:00,5.4573001762e-06,30.0,0.0,2.61634995695e-05,30.0,0.0
2015-03-11 07:58:00,4.52990980193e-06,29.0,0.0,2.47917996603e-05,29.0,0.0
2015-03-11 07:59:00,3.65832011084e-06,29.0,0.0,2.27754007938e-05,29.0,0.0
2015-03-11 08:00:00,3.45207990904e-06,30.0,0.0,2.1985200874e-05,30.0,0.0
2015-03-11 08:01:00,3.29815998157e-06,29.0,0.0,2.10172001971e-05,29.0,0.0
2015-03-11 08:02:00,3.07172990688e-06,29.0,0.0,1.99987007363e-05,29.0,0.0
2015-03-11 08:03:00,2.79529990621e-06,30.0,0.0,1.90254995687e-05,30.0,0.0
2015-03-11 08:04:00,2.54878000305e-06,29.0,0.0,1.81465002242e-05,29.0,0.0
2015-03-11 08:05:00,2.19389994527e-06,29.0,0.0,1.70285002241e-05,29.0,0.0
2015-03-11 08:06:00,1.84192003871e-06,29.0,0.0,1.57424001372e-05,29.0,0.0
2015-03-11 08:07:00,1.58123998517e-06,30.0,0.0,1.45767999129e-05,30.0,0.0
2015-03-11 08:08:00,1.38176994824e-06,29.0,0.0,1.35564996526e-05,29.0,0.0
2015-03-11 08:09:00,1.21770995065e-06,29.0,0.0,1.26810000438e-05,29.0,0.0
2015-03-11 08:10:00,1.08304004698e-06,30.0,0.0,1.19397000162e-05,30.0,0.0
2015-03-11 08:11:00,9.60346028478e-07,29.0,0.0,1.12395000542e-05,29.0,0.0
2015-03-11 08:12:00,8.55739983763e-07,29.0,0.0,1.05437002276e-05,29.0,0.0
2015-03-11 08:13:00,7.70041992837e-07,29.0,0.0,9.92715013126e-06,29.0,0.0
2015-03-11 08:14:00,6.99812005678e-07,30.0,0.0,9.41475991567e-06,30.0,0.0
2015-03-11 08:15:00,6.29427972854e-07,29.0,0.0,8.90046976565e-06,29.0,0.0
2015-03-11 08:16:00,5.62828972761e-07,29.0,0.0,8.39174026623e-06,29.0,0.0
2015-03-11 08:17:00,5.04260981415e-07,30.0,0.0,7.89380010247e-06,30.0,0.0
2015-03-11 08:18:00,4.55878989669e-07,29.0,0.0,7.45098986954e-06,29.0,0.0
2015-03-11 08:19:00,4.16527001335e-07,29.0,0.0,7.08535981175e-06,29.0,0.0
2015-03-11 08:20:00,3.82375986874e-07,30.0,0.0,6.73659997119e-06,30.0,0.0
2015-03-11 08:21:00,3.45317005213e-07,29.0,0.0,6.37166021988e-06,29.0,0.0
2015-03-11 08:22:00,3.12806008651e-07,29.0,0.0,6.03353009865e-06,29.0,0.0
2015-03-11 08:23:00,2.8263801255e-07,29.0,0.0,5.70534984945e-06,29.0,0.0
2015-03-11 08:24:00,2.58039989376e-07,30.0,0.0,5.38299991604e-06,30.0,0.0
2015-03-11 08:25:00,2.3410200356e-07,29.0,0.0,5.08408993483e-06,29.0,0.0
2015-03-11 08:26:00,2.14194997739e-07,29.0,0.0,4.80941980641e-06,29.0,0.0
2015-03-11 08:27:00,1.91989002474e-07,30.0,0.0,4.52493986813e-06,30.0,0.0
2015-03-11 08:28:00,1.70885002149e-07,29.0,0.0,4.23546998718e-06,29.0,0.0
2015-03-11 08:29:00,1.54321995183e-07,29.0,0.0,3.98653992306e-06,29.0,0.0
2015-03-11 08:30:00,1.40203994192e-07,30.0,0.0,3.75579998035e-06,30.0,0.0
2015-03-11 08:31:00,1.23769993365e-07,29.0,0.0,3.53733003067e-06,29.0,0.0
2015-03-11 08:32:00,1.12355998283e-07,29.0,0.0,3.33759999194e-06,29.0,0.0
2015-03-11 08:33:00,1.03978997856e-07,29.0,0.0,3.16853993354e-06,29.0,0.0
2015-03-11 08:34:00,9.36565029974e-08,30.0,0.0,3.00188003166e-06,30.0,0.0
2015-03-11 08:35:00,8.50329016089e-08,29.0,0.0,2.83719009531e-06,29.0,0.0
2015-03-11 08:36:00,7.78849980065e-08,29.0,0.0,2.69219003712e-06,29.0,0.0
2015-03-11 08:37:00,7.17015993246e-08,30.0,0.0,2.55172994912e-06,30.0,0.0
2015-03-11 08:38:00,6.47804014875e-08,29.0,0.0,2.35090010392e-06,29.0,0.0
2015-03-11 08:39:00,,29.0,14680064.0,,29.0,14680064.0
2015-03-11 08:40:00,,30.0,14680064.0,,30.0,14680064.0
2015-03-11 08:41:00,,29.0,14680064.0,,29.0,14680064.0
2015-03-11 08:42:00,,29.0,14680064.0,,29.0,14680064.0
2015-03-11 08:43:00,,29.0,14680064.0,,29.0,14680064.0
2015-03-11 08:44:00,,30.0,14680064.0,,30.0,14680064.0
2015-03-11 08:45:00,,29.0,14680064.0,,29.0,14680064.0
2015-03-11 08:46:00,,29.0,14680064.0,,29.0,14680064.0
2015-03-11 08:47:00,,30.0,14680064.0,,30.0,14680064.0
2015-03-11 08:48:00,,29.0,14680064.0,,29.0,14680064.0
2015-03-11 08:49:00,,29.0,14680064.0,,29.0,14680064.0
2015-03-11 08:50:00,,29.0,14680064.0,,29.0,14680064.0
2015-03-11 08:51:00,,30.0,14680064.0,,30.0,14680064.0
2015-03-11 08:52:00,,29.0,14680064.0,,29.0,14680064.0
2015-03-11 08:53:00,,29.0,14680064.0,,29.0,14680064.0
2015-03-11 08:54:00,,30.0,14680064.0,,30.0,14680064.0
2015-03-11 08:55:00,,29.0,14680064.0,,29.0,14680064.0
2015-03-11 08:56:00,,29.0,14680064.0,,29.0,14680064.0
2015-03-11 08:57:00,,30.0,14680064.0,,30.0,14680064.0
2015-03-11 08:58:00,,29.0,14680064.0,,29.0,14680064.0
2015-03-11 08:59:00,,29.0,14680064.0,,29.0,14680064.0
2015-03-11 09:00:00,,29.0,14680064.0,,29.0,14680064.0
2015-03-11 09:01:00,,30.0,14680064.0,,30.0,14680064.0
2015-03-11 09:02:00,,29.0,14680064.0,,29.0,14680064.0
2015-03-11 09:03:00,,29.0,14680064.0,,29.0,14680064.0
2015-03-11 09:04:00,,30.0,14680064.0,,30.0,14680064.0
2015-03-11 09:05:00,,29.0,14680064.0,,29.0,14680064.0
2015-03-11 09:06:00,,29.0,14680064.0,,29.0,14680064.0
2015-03-11 09:07:00,,30.0,14680064.0,,30.0,14680064.0
2015-03-11 09:08:00,,29.0,14680064.0,,29.0,14680064.0
2015-03-11 09:09:00,,29.0,14680064.0,,29.0,14680064.0
2015-03-11 09:10:00,,29.0,14680064.0,,29.0,14680064.0
2015-03-11 09:11:00,,30.0,14680064.0,,30.0,14680064.0
2015-03-11 09:12:00,,29.0,14680064.0,,29.0,14680064.0
2015-03-11 09:13:00,,29.0,14680064.0,,29.0,14680064.0
2015-03-11 09:14:00,,30.0,14680064.0,,30.0,14680064.0
2015-03-11 09:15:00,,29.0,14680064.0,,29.0,14680064.0
2015-03-11 09:16:00,,29.0,14680064.0,,29.0,14680064.0
2015-03-11 09:17:00,,30.0,14680064.0,,30.0,14680064.0
2015-03-11 09:18:00,,29.0,14680064.0,,29.0,14680064.0
2015-03-11 09:19:00,,29.0,14680064.0,,29.0,14680064.0
2015-03-11 09:20:00,,29.0,14680064.0,,29.0,14680064.0
2015-03-11 09:21:00,,30.0,14680064.0,,30.0,14680064.0
2015-03-11 09:22:00,,29.0,14680064.0,,29.0,14680064.0
2015-03-11 09:23:00,,29.0,14680064.0,,29.0,14680064.0
2015-03-11 09:24:00,,30.0,14680064.0,,30.0,14680064.0
2015-03-11 09:25:00,,29.0,14680064.0,,29.0,14680064.0
2015-03-11 09:26:00,,29.0,14680064.0,,29.0,14680064.0
2015-03-11 09:27:00,,29.0,14680064.0,,29.0,14680064.0
2015-03-11 09:28:00,,30.0,14680064.0,,30.0,14680064.0
2015-03-11 09:29:00,,29.0,14680064.0,,29.0,14680064.0
2015-03-11 09:30:00,,29.0,14680064.0,,29.0,14680064.0
2015-03-11 09:31:00,,30.0,14680064.0,,30.0,14680064.0
2015-03-11 09:32:00,,29.0,14680064.0,,29.0,14680064.0
2015-03-11 09:33:00,,29.0,14680064.0,,29.0,14680064.0
2015-03-11 09:34:00,,30.0,14680064.0,,30.0,14680064.0
2015-03-11 09:35:00,,29.0,14680064.0,,29.0,14680064.0
2015-03-11 09:36:00,,29.0,14680064.0,,29.0,14680064.0
2015-03-11 09:37:00,,29.0,14680064.0,,29.0,14680064.0
2015-03-11 09:38:00,,30.0,14680064.0,,30.0,14680064.0
2015-03-11 09:39:00,,29.0,14680064.0,,29.0,14680064.0
2015-03-11 09:40:00,,29.0,14680064.0,,29.0,14680064.0
2015-03-11 09:41:00,,30.0,14680064.0,,30.0,14680064.0
2015-03-11 09:42:00,,29.0,14680064.0,,29.0,14680064.0
2015-03-11 09:43:00,,29.0,14680064.0,,29.0,14680064.0
2015-03-11 09:44:00,,30.0,14680064.0,,30.0,14680064.0
